customer_age,order_amount,previous_orders,previous_returns,previous_refunds,delivery_days,discount_percentage,customer_account_age_days,orders_last_30_days,returns_last_90_days,return_rate,refund_rate,payment_method,product_category,return_risk
22,1747.62,6,1,0,3,5.54,411,4,3,0.3264,0.0525,Credit Card,Grocery,1
48,389.93,10,2,1,5,16.45,1141,0,0,0.1296,0.0883,UPI,Home,0
34,1765.78,8,0,0,4,10.04,1367,2,0,0.0548,0.0198,Credit Card,Beauty,0
37,3425.73,4,0,0,6,9.78,368,2,1,0.1358,0.048,UPI,Beauty,1
29,1364.04,9,0,0,2,12.93,961,1,2,0.1581,0.0116,Credit Card,Home,1
22,2024.32,9,0,0,1,13.46,1188,3,2,0.1196,0.0544,Cash on Delivery,Fashion,0
29,462.27,6,1,1,3,12.04,1245,1,1,0.2294,0.2148,Debit Card,Fashion,0
36,2521.93,7,0,0,3,14.35,220,0,0,0.0396,0.0227,UPI,Home,0
40,810.4,6,0,0,4,11.02,539,4,0,0.0695,0.0427,Cash on Delivery,Accessories,0
35,1850.45,6,0,0,6,28.01,118,2,1,0.0993,0.0599,UPI,Home,0
37,2671.23,7,0,0,5,19.49,1587,2,0,0.0601,0.0503,Debit Card,Home,1
31,759.49,6,0,0,5,11.53,644,4,1,0.0999,0.0356,Credit Card,Fashion,0
30,1529.35,7,0,0,6,17.83,146,10,2,0.0838,0.0266,Cash on Delivery,Beauty,0
38,2785.93,13,0,0,5,13.22,413,2,0,0.0,0.0056,Debit Card,Fashion,0
47,1450.62,15,0,0,3,28.3,386,2,1,0.0712,0.0323,UPI,Home,0
40,602.78,9,0,0,3,17.15,556,3,1,0.0866,0.0528,Cash on Delivery,Home,0
41,1051.16,15,0,0,5,6.75,1368,3,0,0.0171,0.0155,Cash on Delivery,Electronics,0
37,656.14,11,1,0,3,20.75,446,3,0,0.0921,0.0374,Credit Card,Grocery,0
20,1172.47,7,0,0,2,24.8,1702,2,1,0.07,0.0,Credit Card,Fashion,0
25,1160.06,5,1,0,3,5.53,311,5,1,0.2008,0.0551,Debit Card,Accessories,0
26,1435.88,8,3,2,5,30.56,448,2,1,0.3148,0.2532,UPI,Electronics,1
25,2028.55,6,3,1,1,22.95,403,7,3,0.4879,0.1993,Cash on Delivery,Home,1
38,1526.82,10,0,0,2,6.32,2302,0,0,0.0922,0.0484,Credit Card,Beauty,0
34,1230.76,8,1,1,2,27.18,564,3,1,0.2208,0.1886,UPI,Grocery,1
38,563.56,12,0,0,2,4.4,1724,0,1,0.0978,0.039,Debit Card,Home,0
49,2264.71,4,0,0,5,6.56,1589,4,1,0.1453,0.0905,Credit Card,Electronics,0
41,766.21,9,4,0,5,4.93,1585,2,0,0.3181,0.0575,Cash on Delivery,Fashion,0
45,1298.81,11,1,0,4,2.35,756,2,1,0.1227,0.0132,Cash on Delivery,Accessories,0
35,827.5,3,0,0,2,8.66,343,1,0,0.079,0.116,Credit Card,Electronics,0
27,934.0,8,0,0,3,2.1,903,2,0,0.0443,0.0013,Credit Card,Fashion,0
33,1962.6,8,0,0,5,5.26,480,0,1,0.101,0.04,Net Banking,Electronics,1
18,2529.17,4,1,1,4,28.81,241,5,2,0.2937,0.2256,Credit Card,Fashion,1
27,814.76,12,1,0,3,4.33,1593,1,0,0.0827,0.0281,Cash on Delivery,Beauty,0
48,1393.7,11,2,0,3,13.45,876,2,0,0.1289,0.0208,Credit Card,Fashion,0
41,2250.64,5,0,0,3,3.61,805,1,1,0.1341,0.0714,Cash on Delivery,Home,0
39,1775.03,6,0,0,2,3.2,499,2,0,0.0506,0.0692,UPI,Beauty,0
45,1779.77,9,2,2,4,11.15,608,0,3,0.4504,0.2062,Net Banking,Electronics,0
18,1493.28,6,0,0,4,21.55,1078,1,0,0.0637,0.0234,Cash on Delivery,Grocery,0
39,556.55,13,3,1,2,17.71,979,1,1,0.303,0.0763,UPI,Fashion,0
22,2729.32,8,1,1,5,14.37,1189,2,0,0.1217,0.179,UPI,Fashion,1
34,1320.78,11,0,0,4,5.6,1241,2,0,0.0233,0.0219,Debit Card,Beauty,0
31,575.29,5,0,0,4,9.09,1303,2,1,0.0596,0.0597,Debit Card,Home,1
40,1826.06,8,0,0,1,22.73,377,6,0,0.0494,0.0557,UPI,Electronics,0
24,693.38,5,0,0,3,53.01,370,7,1,0.0637,0.0395,Credit Card,Fashion,0
36,1238.35,3,0,0,3,22.07,1005,3,1,0.1441,0.0763,Credit Card,Electronics,0
46,3982.64,11,0,0,3,11.99,967,5,0,0.0004,0.0135,Net Banking,Accessories,0
29,2622.81,6,0,0,4,17.46,303,2,0,0.059,0.045,Cash on Delivery,Home,0
40,808.78,12,2,1,5,20.56,1039,1,1,0.202,0.1172,UPI,Home,0
35,3344.69,5,0,0,4,5.23,1578,1,1,0.1604,0.0426,Credit Card,Grocery,0
19,598.29,8,2,1,1,1.51,1054,3,1,0.2528,0.1568,UPI,Grocery,0
26,1467.0,5,0,0,4,6.22,323,2,0,0.0144,0.0293,Credit Card,Fashion,0
33,664.3,10,0,0,4,17.55,481,0,0,0.0618,0.0335,Credit Card,Home,0
44,1368.97,9,0,0,5,20.32,929,4,1,0.0569,0.0622,Cash on Delivery,Accessories,1
38,1478.45,8,0,0,1,14.52,432,4,1,0.0145,0.0506,Cash on Delivery,Accessories,0
23,2146.7,13,1,0,4,21.05,1100,1,2,0.232,0.0,Debit Card,Accessories,0
33,1351.6,12,0,0,2,26.94,812,0,1,0.0514,0.0282,Net Banking,Home,0
52,1419.42,12,0,0,3,21.14,1286,3,0,0.0609,0.0345,Cash on Delivery,Electronics,0
35,3800.78,6,1,0,2,8.72,675,2,0,0.1125,0.0439,Net Banking,Fashion,0
35,1780.18,7,2,1,4,13.54,406,0,0,0.2417,0.1641,Cash on Delivery,Electronics,1
31,2183.28,10,1,1,3,10.41,942,3,1,0.1631,0.1184,Debit Card,Home,0
38,1999.35,8,1,0,2,10.88,525,1,1,0.194,0.0369,UPI,Fashion,0
41,2022.87,9,0,0,2,8.37,2075,3,0,0.0562,0.0442,UPI,Home,1
30,1815.8,5,1,0,5,16.12,793,5,1,0.2385,0.0358,Credit Card,Grocery,0
39,1150.6,5,0,0,5,25.08,365,2,0,0.0669,0.0304,UPI,Home,0
31,1114.9,4,0,0,2,11.8,1387,3,4,0.2502,0.0772,Debit Card,Fashion,1
36,1116.31,5,1,1,2,24.84,310,2,2,0.288,0.2142,Credit Card,Grocery,0
40,3196.52,6,0,0,1,2.8,661,3,0,0.0668,0.0762,UPI,Grocery,0
36,2300.12,7,3,1,4,19.78,1349,3,2,0.4145,0.1991,UPI,Accessories,0
38,1494.91,6,0,0,1,12.1,668,0,1,0.1828,0.0146,Credit Card,Electronics,0
27,732.87,14,0,0,3,22.13,188,1,0,0.0,0.014,Cash on Delivery,Home,0
27,1203.52,7,0,0,4,14.47,428,2,1,0.1292,0.012,Credit Card,Grocery,0
25,2167.25,4,1,1,3,7.34,363,5,2,0.2398,0.253,Net Banking,Beauty,1
43,883.68,7,0,0,1,10.46,785,2,0,0.0819,0.0266,UPI,Fashion,0
39,4455.66,6,1,1,6,44.29,496,7,4,0.2329,0.1868,UPI,Home,0
29,1263.67,4,2,1,5,18.87,627,3,2,0.4327,0.2501,UPI,Grocery,1
33,1043.94,8,0,0,5,15.85,350,3,0,0.0047,0.0085,Credit Card,Electronics,0
37,441.89,10,2,1,2,26.5,652,3,1,0.2308,0.1307,Credit Card,Accessories,0
31,2776.46,13,0,0,2,14.98,1257,1,0,0.0767,0.0563,UPI,Home,0
42,587.98,6,0,0,4,13.9,1024,1,1,0.1221,0.056,Debit Card,Accessories,0
29,875.58,11,0,0,2,9.73,858,2,0,0.0076,0.0345,Cash on Delivery,Electronics,0
33,972.33,7,2,0,1,2.34,663,0,0,0.2062,0.0204,UPI,Grocery,0
41,563.65,6,3,0,2,28.41,1637,5,2,0.4607,0.0289,UPI,Accessories,0
45,1008.16,10,2,0,2,17.68,872,0,0,0.1544,0.0239,Credit Card,Electronics,1
18,1846.3,8,4,0,5,45.49,321,8,1,0.4022,0.0257,UPI,Home,0
29,1732.02,6,1,0,4,5.31,530,3,1,0.1949,0.0132,Cash on Delivery,Electronics,0
18,1480.99,7,4,2,4,18.06,357,3,4,0.6129,0.2815,Credit Card,Home,0
52,2035.98,5,0,0,3,22.41,1235,3,0,0.0285,0.0439,UPI,Fashion,0
37,1098.32,9,0,0,3,17.38,1070,0,0,0.0205,0.0439,Credit Card,Fashion,1
25,1131.04,9,0,0,5,6.4,480,6,0,0.0279,0.0417,UPI,Beauty,0
37,1796.87,8,0,0,4,1.02,1473,6,0,0.0239,0.0264,Debit Card,Grocery,0
39,2277.61,8,1,1,4,13.39,155,10,1,0.1601,0.1258,Debit Card,Home,1
31,1231.45,12,1,1,3,18.7,886,2,0,0.1508,0.1262,Cash on Delivery,Accessories,0
26,1530.34,4,1,1,3,24.85,637,4,0,0.1752,0.2447,UPI,Electronics,0
38,1472.51,8,0,0,4,10.67,950,0,3,0.321,0.0162,Cash on Delivery,Fashion,0
34,1726.86,14,4,1,1,14.64,1525,2,0,0.1745,0.0686,Cash on Delivery,Accessories,0
35,1438.4,11,0,0,3,4.23,327,1,1,0.1108,0.0061,Credit Card,Accessories,1
19,1297.82,5,1,0,5,14.13,406,1,5,0.5155,0.0353,Debit Card,Fashion,1
18,2847.3,4,1,1,3,36.21,282,8,2,0.2793,0.3037,Credit Card,Home,0
26,1118.13,10,0,0,5,21.6,498,0,0,0.0562,0.029,UPI,Fashion,0
43,1513.42,4,0,0,2,16.01,1537,0,1,0.199,0.0333,UPI,Fashion,1
24,822.38,6,0,0,1,8.66,474,1,1,0.0975,0.0,Debit Card,Fashion,0
24,1087.16,10,0,0,2,4.18,805,1,0,0.0135,0.0271,Debit Card,Fashion,0
26,842.19,3,3,0,2,30.54,229,3,1,0.7268,0.0837,UPI,Electronics,1
32,1563.9,3,0,0,7,43.57,495,6,2,0.1432,0.1093,Credit Card,Beauty,1
37,2311.91,7,1,0,1,5.61,1654,1,0,0.1377,0.0371,UPI,Fashion,0
48,2719.49,11,3,0,4,2.37,402,2,0,0.2292,0.0,Credit Card,Grocery,0
31,1360.43,11,3,0,4,5.52,200,3,1,0.2299,0.0044,UPI,Fashion,0
40,1161.3,9,0,0,3,10.6,370,2,1,0.1053,0.0303,Debit Card,Beauty,0
23,1524.11,6,0,0,6,20.7,964,1,2,0.1681,0.0373,UPI,Fashion,1
44,891.44,6,0,0,3,15.83,799,1,1,0.1127,0.0427,Debit Card,Accessories,0
21,1181.08,8,4,4,5,5.46,537,6,2,0.3852,0.4961,UPI,Home,1
41,1730.43,6,0,0,2,13.74,700,0,0,0.072,0.0428,Debit Card,Accessories,0
25,1642.76,7,1,1,3,16.67,165,4,4,0.2871,0.1738,UPI,Electronics,1
31,1038.1,8,2,1,3,2.24,656,1,1,0.2485,0.1439,Credit Card,Beauty,1
24,1686.91,6,0,0,4,6.92,620,3,1,0.0945,0.027,UPI,Home,0
39,982.23,9,5,1,4,15.27,165,6,3,0.4924,0.132,Credit Card,Fashion,1
18,1445.11,9,0,0,3,2.22,470,3,0,0.0456,0.0303,UPI,Grocery,0
32,4654.31,7,0,0,2,8.02,633,4,0,0.0378,0.0089,UPI,Fashion,0
18,495.33,7,3,3,4,29.36,232,4,0,0.3372,0.4163,Net Banking,Electronics,1
24,2025.75,6,1,1,2,10.77,228,6,1,0.1553,0.1815,UPI,Electronics,0
45,553.15,4,0,0,2,11.71,998,0,1,0.0858,0.0531,UPI,Grocery,0
24,272.97,8,0,0,2,19.33,1177,6,0,0.0445,0.0552,UPI,Home,1
40,443.55,5,1,0,4,8.65,1056,1,0,0.1683,0.0217,Cash on Delivery,Grocery,0
25,575.16,7,2,0,1,16.22,624,4,0,0.2384,0.0398,UPI,Accessories,0
35,575.84,12,2,0,4,6.27,705,7,0,0.1329,0.0508,Credit Card,Beauty,0
40,1152.05,5,0,0,4,16.79,1259,3,2,0.1805,0.0281,UPI,Electronics,0
28,1538.15,11,1,0,4,3.76,1249,2,0,0.135,0.0428,Debit Card,Beauty,0
36,508.32,15,0,0,3,2.02,1978,1,0,0.0707,0.0385,UPI,Fashion,0
30,1050.15,9,2,0,3,5.68,659,3,1,0.1925,0.0103,UPI,Home,1
40,1137.43,7,2,1,4,1.66,353,3,0,0.2376,0.1785,Credit Card,Home,0
36,648.77,6,0,0,4,14.44,833,1,0,0.0638,0.0252,UPI,Grocery,0
35,1244.64,14,1,1,2,9.66,1089,3,0,0.0331,0.0898,Net Banking,Beauty,0
48,2274.13,10,0,0,3,16.51,1304,1,0,0.0674,0.0393,UPI,Beauty,0
40,642.62,10,1,0,4,19.39,583,1,0,0.1119,0.0,UPI,Fashion,0
39,2491.84,6,2,1,5,30.33,341,5,1,0.3274,0.1734,Cash on Delivery,Home,1
28,1030.15,6,0,0,4,13.52,910,1,2,0.1783,0.0146,UPI,Fashion,0
33,925.83,6,0,0,2,8.24,1152,1,0,0.0592,0.044,Debit Card,Accessories,0
33,1141.36,5,0,0,2,43.77,794,4,0,0.0744,0.0516,UPI,Electronics,0
35,743.29,7,0,0,2,19.4,701,3,1,0.0871,0.0171,Net Banking,Fashion,0
57,1093.51,12,0,0,4,5.42,1008,2,0,0.0866,0.0,Net Banking,Fashion,0
37,1642.67,10,1,1,3,4.31,190,2,0,0.1558,0.0976,UPI,Grocery,0
18,1021.02,3,0,0,3,20.29,179,4,0,0.0946,0.0765,Cash on Delivery,Electronics,0
29,802.41,6,0,0,2,30.93,671,2,1,0.1327,0.0542,Credit Card,Beauty,0
18,1338.47,14,0,0,3,7.9,2147,2,0,0.0,0.0,UPI,Electronics,0
33,2357.74,13,3,2,4,32.04,428,6,2,0.2765,0.1587,UPI,Home,1
31,1443.01,8,1,0,4,24.48,975,1,0,0.1077,0.0579,UPI,Electronics,0
18,2067.63,3,0,0,1,25.26,2178,3,0,0.0968,0.1125,UPI,Electronics,0
26,979.01,10,2,0,2,8.42,870,0,2,0.3403,0.0278,Debit Card,Grocery,0
30,970.38,10,3,0,5,37.25,712,3,3,0.3186,0.0429,Cash on Delivery,Electronics,1
20,1664.82,10,2,0,4,12.68,1468,1,2,0.3254,0.0309,Debit Card,Home,0
37,3279.35,4,0,0,1,10.05,618,2,0,0.055,0.0502,Debit Card,Fashion,0
24,3534.25,7,2,2,1,15.96,1104,7,3,0.31,0.2924,Credit Card,Grocery,1
29,2417.17,7,0,0,1,32.56,182,2,3,0.1964,0.0447,UPI,Electronics,0
25,890.92,6,1,0,2,48.84,1577,4,1,0.2272,0.0732,Credit Card,Home,0
34,1899.67,5,1,0,4,3.97,672,1,0,0.203,0.0482,Debit Card,Fashion,0
37,1041.09,9,0,0,4,3.3,541,2,1,0.0962,0.0106,Debit Card,Grocery,0
33,1061.68,11,2,1,2,21.84,1410,4,1,0.2442,0.0923,UPI,Home,0
21,1715.48,9,0,0,4,8.82,462,2,0,0.056,0.0127,Debit Card,Fashion,0
39,915.69,8,1,0,3,16.08,244,2,3,0.2402,0.0505,Net Banking,Grocery,1
51,1375.57,9,1,1,4,10.15,1321,3,0,0.1254,0.1596,Net Banking,Beauty,0
22,894.6,5,1,0,6,11.26,420,3,2,0.2659,0.0329,UPI,Grocery,1
38,1280.73,11,0,0,3,20.95,434,3,0,0.0266,0.0257,UPI,Accessories,0
30,6699.42,8,1,0,5,23.83,1218,3,1,0.1599,0.0003,Debit Card,Beauty,0
21,1300.19,11,0,0,6,6.35,693,1,1,0.0509,0.0,Debit Card,Grocery,0
26,779.4,9,0,0,6,11.63,2768,3,0,0.0363,0.0565,Credit Card,Grocery,0
38,4966.42,4,0,0,3,15.05,1972,4,0,0.0045,0.0906,Credit Card,Accessories,0
44,2315.14,5,0,0,3,12.46,3000,0,0,0.0184,0.0654,UPI,Accessories,0
36,2811.53,10,1,0,2,33.97,402,2,1,0.1287,0.0176,Debit Card,Fashion,0
41,2179.88,10,0,0,5,11.04,791,2,0,0.0203,0.0104,Debit Card,Electronics,0
40,1095.91,9,1,1,4,10.45,243,2,3,0.2512,0.1284,Credit Card,Fashion,1
39,1184.9,12,1,1,4,32.57,1034,5,1,0.1376,0.1121,Credit Card,Grocery,0
20,1435.34,7,3,2,6,28.35,63,2,2,0.4698,0.2755,Debit Card,Accessories,1
28,1117.42,9,1,0,1,5.04,434,0,0,0.1183,0.0216,Debit Card,Fashion,0
36,836.42,8,1,0,1,13.6,818,0,0,0.1468,0.0216,Cash on Delivery,Accessories,0
35,2358.28,7,2,0,2,10.22,320,4,1,0.2726,0.0102,Cash on Delivery,Fashion,0
26,2252.75,9,1,1,2,12.79,158,1,0,0.0869,0.1142,UPI,Home,0
29,3702.52,6,3,3,5,44.73,372,6,1,0.3847,0.4832,UPI,Grocery,1
34,1098.38,8,1,0,3,11.42,168,3,1,0.1699,0.0168,Credit Card,Accessories,0
32,1819.38,8,2,0,1,27.66,100,3,4,0.3722,0.0417,Debit Card,Accessories,0
37,1158.66,9,1,1,5,18.08,474,2,0,0.1319,0.1417,UPI,Fashion,0
30,1378.78,8,4,2,3,22.53,173,2,1,0.4097,0.2607,Credit Card,Home,1
49,1101.61,12,1,1,5,15.59,520,2,0,0.0861,0.0823,UPI,Grocery,0
33,788.46,4,1,1,5,38.45,729,3,3,0.3379,0.2644,UPI,Fashion,1
22,2078.02,6,0,0,4,13.62,1639,1,0,0.0527,0.0305,Credit Card,Beauty,0
38,2928.65,9,0,0,5,15.85,634,1,0,0.0174,0.0468,UPI,Accessories,0
27,2089.56,1,1,0,3,20.14,200,9,1,0.6041,0.1545,Credit Card,Beauty,0
47,1043.34,6,1,0,2,12.68,1093,2,1,0.1818,0.0405,UPI,Home,0
41,3030.1,7,0,0,3,10.9,226,3,1,0.139,0.0597,Debit Card,Electronics,0
41,329.12,7,0,0,3,14.23,951,1,0,0.0233,0.0131,Cash on Delivery,Beauty,1
39,1048.07,4,0,0,1,26.06,914,2,0,0.0723,0.0601,Credit Card,Home,0
46,508.85,12,1,0,3,25.49,1190,2,0,0.059,0.0538,Net Banking,Grocery,1
24,1737.79,6,0,0,3,21.49,891,2,0,0.0671,0.0134,Credit Card,Accessories,0
25,426.79,6,3,0,3,25.52,1188,7,2,0.4681,0.078,Debit Card,Accessories,1
22,1700.71,5,0,0,5,5.92,2078,3,0,0.0334,0.0608,Net Banking,Fashion,0
34,1211.74,9,0,0,2,2.7,656,6,0,0.0557,0.0254,Credit Card,Accessories,0
22,1746.16,8,2,2,6,51.69,174,3,5,0.4561,0.2768,Cash on Delivery,Electronics,1
18,2212.59,6,3,3,7,38.41,1304,3,6,0.6199,0.4495,Credit Card,Accessories,1
18,1677.53,7,0,0,2,6.04,452,1,0,0.0595,0.0311,UPI,Home,1
45,1818.28,8,0,0,2,11.73,1223,1,2,0.1661,0.0256,Credit Card,Fashion,0
45,459.58,8,0,0,4,13.92,959,1,0,0.0247,0.0314,Credit Card,Electronics,0
30,972.12,10,0,0,4,15.62,464,2,0,0.0594,0.0407,Cash on Delivery,Electronics,0
31,2537.75,9,2,2,3,8.93,1104,2,0,0.1711,0.2436,UPI,Home,1
33,826.82,4,0,0,5,19.03,1425,1,0,0.0889,0.0846,Credit Card,Beauty,0
34,2067.22,10,0,0,3,13.47,982,5,1,0.1025,0.0079,Cash on Delivery,Electronics,0
35,1538.77,12,1,0,3,9.64,891,2,0,0.1489,0.0498,Credit Card,Accessories,0
20,1357.39,6,0,0,7,12.76,320,5,1,0.1416,0.0401,UPI,Accessories,1
26,2429.07,2,0,0,3,13.22,233,3,1,0.1828,0.0649,Credit Card,Home,0
39,1304.17,4,0,0,3,2.38,316,1,1,0.0865,0.0521,Cash on Delivery,Fashion,0
32,1072.85,11,0,0,1,8.26,644,2,1,0.0789,0.0,UPI,Home,0
42,384.27,8,1,1,4,9.51,445,4,1,0.1542,0.1533,Cash on Delivery,Beauty,0
18,533.54,8,3,2,5,37.43,767,5,2,0.3755,0.2499,Credit Card,Beauty,0
38,2373.45,12,0,0,1,3.03,1120,3,0,0.0657,0.0314,UPI,Electronics,1
29,782.65,5,0,0,2,16.24,323,3,0,0.0954,0.0557,Debit Card,Beauty,0
18,2279.75,5,3,1,4,15.1,101,1,4,0.6951,0.21,UPI,Home,1
37,2252.27,4,2,0,1,17.34,363,5,2,0.4105,0.0878,Credit Card,Grocery,0
31,984.92,5,1,1,1,41.7,218,2,0,0.165,0.1998,Net Banking,Electronics,0
46,2207.53,8,0,0,3,14.65,342,2,0,0.1005,0.0435,Credit Card,Fashion,0
22,943.34,8,0,0,1,4.48,417,1,1,0.0936,0.0417,UPI,Fashion,1
33,1298.35,10,1,0,3,15.86,502,4,0,0.1068,0.0075,UPI,Fashion,0
25,1466.7,5,3,1,5,42.4,449,4,3,0.5513,0.2412,Net Banking,Fashion,1
47,1376.45,5,2,2,5,13.3,571,5,3,0.3819,0.412,Credit Card,Grocery,1
43,1210.17,7,0,0,4,6.21,387,2,1,0.1234,0.0291,Debit Card,Accessories,0
27,827.8,7,2,0,4,19.42,627,1,1,0.2679,0.0359,UPI,Fashion,0
37,1219.74,6,0,0,3,4.72,664,3,1,0.1305,0.045,Debit Card,Fashion,1
18,1218.89,7,4,0,3,11.92,597,1,4,0.6911,0.0278,Credit Card,Electronics,1
37,2581.88,4,3,0,5,8.15,525,6,3,0.5599,0.0546,Net Banking,Accessories,0
39,1163.29,10,0,0,4,8.59,1331,1,0,0.017,0.0383,Cash on Delivery,Fashion,0
26,1527.76,12,1,0,3,16.9,455,1,1,0.2053,0.0207,Credit Card,Electronics,0
33,2497.03,8,0,0,5,19.45,513,3,1,0.0839,0.0,Net Banking,Fashion,0
28,396.03,7,6,1,4,26.81,175,2,4,0.788,0.1427,Debit Card,Accessories,1
35,821.58,15,5,5,4,17.77,235,4,5,0.4219,0.3044,Debit Card,Electronics,1
30,849.17,11,2,0,6,51.04,448,4,3,0.2918,0.0329,Credit Card,Grocery,1
33,1191.45,10,1,1,3,21.99,1080,2,0,0.1531,0.1253,UPI,Home,0
29,5014.93,6,2,0,3,3.93,1204,2,1,0.3254,0.0347,Credit Card,Home,0
55,978.22,9,1,0,3,23.01,851,5,1,0.1509,0.0386,Debit Card,Accessories,0
27,2157.39,13,0,0,2,14.3,1076,3,0,0.0071,0.0131,Net Banking,Electronics,0
18,2187.96,3,1,0,6,14.76,451,2,1,0.346,0.0853,UPI,Fashion,1
30,1280.94,7,2,1,3,36.23,1133,2,1,0.2479,0.1713,Credit Card,Fashion,0
32,1567.98,7,5,3,4,19.75,116,5,0,0.5274,0.4018,UPI,Beauty,1
18,3875.74,8,4,3,5,23.13,896,5,1,0.464,0.3859,Credit Card,Fashion,0
43,1884.15,8,1,0,2,3.76,236,1,0,0.0972,0.0331,UPI,Fashion,0
30,3453.52,7,0,0,3,25.27,1259,4,1,0.0876,0.0429,Credit Card,Accessories,0
45,1821.77,9,2,0,4,21.41,164,6,0,0.2006,0.0429,Net Banking,Home,0
31,2244.31,4,2,2,3,11.81,288,6,2,0.4576,0.4385,Credit Card,Home,1
24,1240.24,8,3,0,5,10.04,84,0,0,0.2775,0.0243,UPI,Home,0
35,1593.29,10,2,2,3,8.5,771,1,1,0.2276,0.2075,Cash on Delivery,Home,0
40,2685.3,6,0,0,2,29.95,1098,1,2,0.1817,0.0457,Cash on Delivery,Fashion,1
34,1456.77,11,5,2,4,15.36,640,6,3,0.4333,0.1988,Cash on Delivery,Fashion,1
42,1336.29,9,2,0,3,4.84,901,2,2,0.2438,0.0327,Net Banking,Beauty,0
48,4016.68,4,0,0,3,19.09,615,4,0,0.1045,0.0098,Debit Card,Fashion,0
61,489.4,7,0,0,4,9.16,982,2,3,0.185,0.0306,UPI,Grocery,1
36,1364.89,8,0,0,4,22.42,561,1,2,0.2061,0.0415,UPI,Home,1
28,2007.44,10,0,0,5,15.14,2289,3,0,0.0319,0.0376,UPI,Beauty,0
38,1436.36,8,0,0,2,6.0,297,4,0,0.0348,0.0,Debit Card,Fashion,0
32,647.6,6,1,0,4,24.35,1242,0,1,0.2071,0.0707,UPI,Beauty,0
42,150.0,11,3,1,2,3.07,944,2,0,0.2471,0.106,Credit Card,Electronics,0
22,1152.83,9,0,0,4,1.62,789,3,1,0.0716,0.0243,UPI,Home,0
55,711.54,9,1,0,3,7.23,497,6,0,0.0811,0.0245,Cash on Delivery,Beauty,0
20,1313.15,4,1,1,4,20.4,187,9,0,0.2457,0.2748,Credit Card,Accessories,1
42,1090.14,8,0,0,3,1.86,970,2,0,0.0689,0.0229,Cash on Delivery,Grocery,1
19,1551.1,7,2,0,4,18.33,774,1,0,0.2264,0.0392,UPI,Home,0
35,713.79,4,1,1,5,4.3,472,3,2,0.2752,0.2615,Cash on Delivery,Fashion,1
28,880.53,3,0,0,3,10.55,272,2,0,0.1053,0.1257,Debit Card,Electronics,0
41,749.73,6,3,0,6,30.74,1119,0,0,0.3442,0.0575,Net Banking,Electronics,0
45,2894.76,5,0,0,1,18.3,987,1,1,0.1067,0.0421,Debit Card,Beauty,0
23,815.82,7,0,0,3,8.9,451,5,0,0.0,0.0345,UPI,Home,0
40,2059.52,10,0,0,5,6.33,1364,2,1,0.0474,0.0079,Debit Card,Home,0
18,950.19,8,1,1,3,3.1,1322,4,0,0.1071,0.1605,UPI,Beauty,0
33,5638.13,12,4,0,2,31.05,371,4,2,0.2823,0.0179,Net Banking,Beauty,0
44,2275.01,6,0,0,2,13.88,989,1,1,0.1225,0.0424,Cash on Delivery,Fashion,0
29,965.88,1,0,0,3,2.73,1196,0,0,0.1531,0.1302,Credit Card,Electronics,0
20,1239.64,10,1,0,3,6.36,313,1,0,0.1248,0.0769,Cash on Delivery,Accessories,0
35,875.73,9,3,0,3,16.39,197,2,1,0.3465,0.07,UPI,Home,0
29,2802.37,5,0,0,3,13.79,684,2,0,0.0845,0.0803,Debit Card,Accessories,0
40,1206.13,10,0,0,4,9.08,573,3,0,0.0297,0.0357,UPI,Fashion,0
38,1140.24,8,5,3,3,21.1,512,3,2,0.5418,0.3704,Net Banking,Fashion,1
26,1131.08,4,0,0,3,14.0,763,2,0,0.0494,0.0648,Debit Card,Home,0
27,1596.4,8,1,0,3,12.39,1810,1,0,0.1743,0.0791,Credit Card,Accessories,0
18,1690.79,16,0,0,3,27.68,1213,4,0,0.0,0.0296,UPI,Grocery,0
36,1326.66,8,0,0,4,15.36,515,3,0,0.0349,0.0111,Debit Card,Grocery,0
33,473.45,13,0,0,4,27.19,877,1,0,0.0582,0.0475,UPI,Accessories,0
31,531.41,7,1,1,4,44.62,424,8,2,0.1733,0.1906,UPI,Grocery,1
29,893.36,8,4,0,6,33.18,714,5,0,0.3496,0.0396,UPI,Accessories,1
23,1067.07,7,1,0,1,3.41,822,0,0,0.1671,0.0279,Cash on Delivery,Fashion,0
22,825.18,5,0,0,4,43.5,1224,11,5,0.1273,0.045,Credit Card,Fashion,0
36,940.65,15,0,0,4,9.11,1305,0,1,0.1114,0.0215,Credit Card,Grocery,0
43,450.32,5,1,0,4,2.81,1238,6,0,0.2022,0.0483,Debit Card,Grocery,0
32,796.58,7,0,0,3,17.74,760,4,0,0.0,0.0804,Credit Card,Fashion,0
27,542.13,11,7,1,5,14.81,671,6,2,0.5377,0.1239,UPI,Electronics,1
36,2794.12,5,0,0,3,29.99,1095,4,0,0.0198,0.0771,Cash on Delivery,Accessories,0
36,829.76,9,3,0,2,12.86,1429,3,0,0.2579,0.0401,UPI,Beauty,0
23,802.92,7,0,0,3,5.4,1131,0,2,0.2276,0.0274,Debit Card,Fashion,0
53,1783.77,5,0,0,6,13.46,509,0,0,0.1128,0.0396,Credit Card,Grocery,0
30,1526.96,8,0,0,2,11.47,517,3,0,0.0225,0.0439,Cash on Delivery,Fashion,0
